_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,label
1.149389845522819e-06,0.0025042444467544556,0.0025000174064189196,0.059129808098077774,0.32766464352607727,0.2493005394935608,2.4663655494805425e-05,4.775006345880684e-07,2.909867760081397e-07,0.2918089032173157,0.2733909487724304,0.10148534178733826,0.10685697197914124,0.023558661341667175,0.263614296913147,0.2918049991130829,0.006328609772026539,0.10600169003009796,0.10194191336631775,0.6979774236679077,0.5625070333480835,0.001417307648807764,0.0014353339793160558,0.00015702818927820772,0.0008618695428594947,0.007168816402554512,2.6613857698976062e-05,0.004427557811141014,0.0047280434519052505,0.0017480144742876291,0.0034940503537654877,0.003451505210250616,0.0014632126549258828,0.00021189564722590148,0.0005508244503289461,0.0011715595610439777,0.08446203917264938,0.015186532400548458,0.014742445200681686,0.0024041919969022274,0.003506396198645234,0.0014526027953252196,0.0029347985982894897,0.003300247248262167,0.0200010035187006,0.00978806708008051,0.02706935815513134,0.018350878730416298,7.69153848523274e-05,7.144421397242695e-05,2.6211014301225077e-06,7.376619350907276e-07,distracted
9.650098036217969e-07,0.002350029768422246,0.0024769422598183155,0.07539160549640656,0.33487528562545776,0.21123847365379333,2.1304989786585793e-05,4.607001358181151e-07,2.4471992787766794e-07,0.3554016351699829,0.303054541349411,0.1259596347808838,0.1295287013053894,0.03202878311276436,0.2462811917066574,0.23449687659740448,0.0076431576162576675,0.08838483691215515,0.0842185690999031,0.6830740571022034,0.5555078387260437,0.0010327976197004318,0.0012671479489654303,0.00015079829609021544,0.000610333401709795,0.007384787779301405,3.951299368054606e-05,0.0045350114814937115,0.004247839096933603,0.002742017386481166,0.0025869410019367933,0.002428293926641345,0.0012877678964287043,0.0001192741037812084,0.0005809767171740532,0.0010229141917079687,0.07580847293138504,0.019063059240579605,0.011257966049015522,0.004909585230052471,0.0035786954686045647,0.0016172801842913032,0.0030847962480038404,0.0033558905124664307,0.018807943910360336,0.011433571577072144,0.021947277709841728,0.016305292025208473,8.50671567604877e-05,8.264244388556108e-05,2.2909475774213206e-06,6.278800128711737e-07,distracted
8.75949922374275e-07,0.0030784911941736937,0.002667555818334222,0.07125615328550339,0.3030952215194702,0.19512628018856049,1.990195596590638e-05,3.9548612562612107e-07,2.025767855684535e-07,0.38007235527038574,0.32146039605140686,0.15465416014194489,0.16511766612529755,0.03653179109096527,0.23463253676891327,0.20103508234024048,0.008721332997083664,0.07089000195264816,0.06322046369314194,0.687757670879364,0.5322413444519043,0.0008934371289797127,0.0011585175525397062,0.00013242883142083883,0.0008060567197389901,0.01013230625540018,4.2623763874871656e-05,0.0068722558207809925,0.003378377528861165,0.004112651105970144,0.0015706417616456747,0.0013314184034243226,0.0014178502606227994,0.00012841628631576896,0.0006149315158836544,0.0009125102078542113,0.06706621497869492,0.022753041237592697,0.011961233802139759,0.005574572831392288,0.004250080790370703,0.0021497593261301517,0.0031691333279013634,0.003174747573211789,0.011013969779014587,0.007492379751056433,0.014688774943351746,0.008377160876989365,6.886274059070274e-05,7.315738184843212e-05,1.7364596942570643e-06,5.328474230736902e-07,distracted
8.77213892636064e-07,0.003779815277084708,0.0033008058089762926,0.060916658490896225,0.2639321982860565,0.19813545048236847,2.023632805503439e-05,3.733138100869837e-07,1.780771441417528e-07,0.4130393862724304,0.3727545440196991,0.1824754923582077,0.18586775660514832,0.03870350867509842,0.1785639375448227,0.17573203146457672,0.013485644944012165,0.06252986937761307,0.059217967092990875,0.7061789631843567,0.558780312538147,0.0007514120079576969,0.0008252579136751592,0.00011942398850806057,0.0008241545292548835,0.01276211254298687,5.358961061574519e-05,0.008592449128627777,0.0026058265939354897,0.005683325231075287,0.0009984656935557723,0.0008577069384045899,0.0015932446112856269,0.00011007004650309682,0.0006394925294443965,0.000843615154735744,0.04865854233503342,0.026545248925685883,0.012596199288964272,0.007237257435917854,0.004198181442916393,0.00252892985008657,0.0026150697376579046,0.0034167789854109287,0.008357821963727474,0.007395036518573761,0.009239125065505505,0.00768702570348978,6.214708992047235e-05,7.709999772487208e-05,1.3615499483421445e-06,5.184203928365605e-07,distracted
8.141587386489846e-07,0.004844057839363813,0.004052380099892616,0.057309068739414215,0.21598167717456818,0.1831497699022293,1.8950289813801646e-05,3.218412132355297e-07,1.5782750040216342e-07,0.40691155195236206,0.41730695962905884,0.2254759669303894,0.24008072912693024,0.03842247650027275,0.1901441365480423,0.17616507411003113,0.012094169855117798,0.048051994293928146,0.04231018200516701,0.693120002746582,0.5617184638977051,0.0007589940214529634,0.000629239366389811,0.0001122450121329166,0.0009498748113401234,0.013275666162371635,5.326912651071325e-05,0.008766391314566135,0.0018962124595418572,0.006522421725094318,0.0007989232544787228,0.0006290397141128778,0.0020593234803527594,0.00013355162809602916,0.0006662234663963318,0.0008079053368419409,0.04109184071421623,0.02888813056051731,0.014070121571421623,0.00601994851604104,0.003787968773394823,0.0026975448708981276,0.002197886351495981,0.0035152696073055267,0.00738033652305603,0.007131452206522226,0.00827120989561081,0.005862845573574305,5.660784154315479e-05,8.36022591101937e-05,1.2516780998339527e-06,4.593852622747363e-07,distracted
6.346938903334376e-07,0.007229463662952185,0.007682382594794035,0.04969721660017967,0.16224835813045502,0.12178032845258713,1.627752135391347e-05,2.732887480760837e-07,1.4229101452656323e-07,0.4127253293991089,0.3908671438694,0.2464432567358017,0.25450772047042847,0.02848898619413376,0.23104681074619293,0.2418186366558075,0.008185490034520626,0.04224449023604393,0.038765523582696915,0.6725902557373047,0.5474789142608643,0.0007317411946132779,0.0007183350971899927,0.00012237069313414395,0.000753853062633425,0.012364542111754417,6.541590119013563e-05,0.007318565156310797,0.0017391936853528023,0.007338997442275286,0.0004202304990030825,0.0003328000020701438,0.0026465672999620438,9.264438267564401e-05,0.0006959766033105552,0.0008972304058261216,0.036215897649526596,0.025706695392727852,0.014949859119951725,0.010540042072534561,0.0024167841766029596,0.003141960361972451,0.0012397641548886895,0.003342967014759779,0.007210548967123032,0.007662592455744743,0.0065133534371852875,0.0052000535652041435,6.527992081828415e-05,9.48606975725852e-05,1.3434063248496386e-06,4.052808435517363e-07,distracted
6.737722628713527e-07,0.008703995496034622,0.012039398774504662,0.04741227254271507,0.12720008194446564,0.09830602258443832,1.9107716070720926e-05,2.5417620008738595e-07,1.5003922726464225e-07,0.39823397994041443,0.4092482924461365,0.2513984441757202,0.2572123408317566,0.027968235313892365,0.19964082539081573,0.21261383593082428,0.011802655644714832,0.04367253929376602,0.038150522857904434,0.6846826076507568,0.5142616033554077,0.0008147826883941889,0.0006369921611621976,0.00013482064241543412,0.0007492461591027677,0.012485558167099953,7.168689626269042e-05,0.00692805927246809,0.001914376043714583,0.004771441221237183,0.0003858343989122659,0.0003083798219449818,0.0032882229425013065,8.21747089503333e-05,0.0007210239418782294,0.0011132354848086834,0.03827153518795967,0.016948582604527473,0.017599020153284073,0.011820398271083832,0.0020330322440713644,0.0030990485101938248,0.0009920696029439569,0.0035257949493825436,0.00785673689097166,0.007047212217003107,0.007085088174790144,0.004888657480478287,8.157291449606419e-05,0.0001036738176480867,1.4621905393141787e-06,4.543767602172011e-07,distracted
7.280715408342076e-07,0.008305148221552372,0.013216190971434116,0.04681241512298584,0.12634269893169403,0.09161932021379471,1.956700907612685e-05,2.643478183017578e-07,1.5099553252184705e-07,0.38789358735084534,0.4274040758609772,0.22405187785625458,0.23709622025489807,0.027446629479527473,0.22676151990890503,0.24244721233844757,0.008397986181080341,0.04987451806664467,0.041046470403671265,0.6893167495727539,0.5234313607215881,0.0008735682349652052,0.0005618330906145275,0.00013246393064036965,0.000708230712916702,0.01325171533972025,8.001686364877969e-05,0.007776197511702776,0.0019564228132367134,0.0050597055815160275,0.00036396848736330867,0.0002882269327528775,0.0036298867780715227,9.123881318373606e-05,0.0007714545936323702,0.0011655177222564816,0.043858565390110016,0.019480980932712555,0.017509745433926582,0.01105089858174324,0.0021034106612205505,0.0030434955842792988,0.0010467880638316274,0.003605058416724205,0.010045021772384644,0.00883285142481327,0.007737024687230587,0.005216463003307581,8.943927969085053e-05,0.00010887209646170959,1.563133764648228e-06,4.3650837255881925e-07,distracted
6.848351290500432e-07,0.007852775976061821,0.012918233871459961,0.043389253318309784,0.13716115057468414,0.0929592028260231,1.7542044588481076e-05,2.360063291462211e-07,1.496877928275353e-07,0.3868928849697113,0.43282070755958557,0.21187512576580048,0.2288113683462143,0.020408835262060165,0.30781930685043335,0.34377557039260864,0.004638909827917814,0.05313120037317276,0.042643558233976364,0.6982506513595581,0.5159628391265869,0.0009219921776093543,0.0005511773633770645,0.00012359500396996737,0.0006921002641320229,0.01292038056999445,8.968028851086274e-05,0.007883663289248943,0.0020717689767479897,0.005474450998008251,0.0003138007305096835,0.0002624036278575659,0.0034087023232132196,0.00010674963414203376,0.0007549131405539811,0.001094645936973393,0.044078607112169266,0.021265190094709396,0.01899009570479393,0.010409288108348846,0.002281276509165764,0.0035083077382296324,0.0010781006421893835,0.0031335174571722746,0.006834669504314661,0.006333000957965851,0.00550212012603879,0.0048932889476418495,6.520172610180452e-05,7.578881923109293e-05,1.7104060816564015e-06,3.8578164662794734e-07,distracted
7.139233275665902e-07,0.00790668185800314,0.013701734133064747,0.03972252085804939,0.13800892233848572,0.08893962949514389,1.7947366359294392e-05,2.898048023780575e-07,1.4956678739963536e-07,0.38971084356307983,0.40969589352607727,0.1973973661661148,0.21150025725364685,0.01996738463640213,0.3164314031600952,0.3508846163749695,0.0045102848671376705,0.05690598115324974,0.049097415059804916,0.6950290203094482,0.5437322854995728,0.0008927920134738088,0.0006339967949315906,0.00011931653716601431,0.0006075126002542675,0.014672151766717434,0.00010328691132599488,0.009668088518083096,0.0017123192083090544,0.005645055323839188,0.0004051019495818764,0.0003280290402472019,0.003268337342888117,6.973298150114715e-05,0.000768580415751785,0.0010683388682082295,0.04127064347267151,0.02097988873720169,0.01955152116715908,0.016129571944475174,0.0024252822622656822,0.003400379791855812,0.0011797250481322408,0.0032941545359790325,0.007127125281840563,0.006621916312724352,0.0068353042006492615,0.005089783109724522,6.600573397008702e-05,7.935077155707404e-05,1.5760186897750827e-06,4.066261851676245e-07,distracted
7.041303433652502e-07,0.008036707527935505,0.012434584088623524,0.04063539206981659,0.13913704454898834,0.0941123440861702,1.784164851414971e-05,2.952809552425606e-07,1.5136923536829272e-07,0.39351263642311096,0.3958263695240021,0.18496747314929962,0.2035166323184967,0.024391520768404007,0.3062790334224701,0.3049757480621338,0.005157900974154472,0.058998603373765945,0.051969002932310104,0.6831722855567932,0.5570195913314819,0.0008596886182203889,0.0006732104811817408,0.00012256654736120254,0.0005380304646678269,0.015551150776445866,0.00012067657371517271,0.010141340084373951,0.001796916127204895,0.006348755676299334,0.0003136514569632709,0.00026085309218615294,0.0034093467984348536,4.5225766371004283e-05,0.0008261319599114358,0.0011420228984206915,0.03998332470655441,0.02066783607006073,0.02012539654970169,0.027726439759135246,0.002416352042928338,0.003641888964921236,0.0010582992108538747,0.0030472325161099434,0.0065810768865048885,0.006490107160061598,0.005720545072108507,0.005272804293781519,6.692163879051805e-05,7.918651681393385e-05,1.5729630149508012e-06,3.9065571399987675e-07,distracted
